BRCD_NO,PRDT_NM
8801097235014 ,동아오츠카 나랑드사이다500ML - PET BOTTLE
8801097235250 ,동아오츠카 나랑드사이다1.5L*2 - PET BOTTLE
8801097235212 ,동아오츠카 나랑드 사이다 1.5L 1500G x 1EA
8801097135222 ,동아오츠카 나랑드 사이다 250G x 6EA
8801097117037 ,허니레몬200㎖*6入
8809002842753 ,숙성김치
8801169012475 ,와이즐렉골드카레(순)가계절약팩255g
8801169012222 ,와이즐렉골드카레순한맛85g
8809175050085 ,석류꿀차
8809025113304 ,와이즐렉 군만두 800G
8809025118057 ,와이즐렉군만두800g+800g(기획)
8809025113205 ,와이즐렉 물만두 700G
8809025117708 ,취영루참물만두750g
8809025118095 ,수라간손만두
8809272641087 ,가나슈딸기 120g
8809272641896 ,가나슈모카120g
8809246910300 ,도림원곶감간장500
8809406310025 ,육개장
8809406310032 ,일인분육개장
8809406310018 ,갈비탕
8809406310049 ,일인분갈비탕
8809413580183 ,(주)남한산성식품 올방개묵 520g
8809413580183 ,(주)남한산성식품 올방개묵 520g
8809413580091 ,(주)남한산성식품 올방개묵 사발
8809413580091 ,(주)남한산성식품 올방개묵 사발
8809413580084 ,(주)남한산성 올방개묵 대
8809413580084 ,(주)남한산성 올방개묵 대
8809413580190 ,(주)남한산성식품 메밀묵 520g
8809413580190 ,(주)남한산성식품 메밀묵 520g
8809413580114 ,(주)남한산성식품 메밀묵
8809413580114 ,(주)남한산성식품 메밀묵
8809413580121 ,(주)남한산성식품 메밀묵 사발
8809413580121 ,(주)남한산성식품 메밀묵 사발
8809250790073 ,반석두부-330g
8809250790066 ,반석두부-550g
8809250790080 ,반석두부-850g
8809002844177 ,펭귄 맛있는 군밤 180g
8801365111606 ,순간장(삼화)
8801365119305 ,삼화 불고기간장 1.8L
8809002842876 ,펭귄김치꽁치번들260g*2
8809002842760 ,김치꽁치
8809002842746 ,펭귄종합식품 펭귄김치꽁치380G - CAN
8809002920123 ,소다
8809002920222 ,소다
8809002920192 ,베이킹파우다
8809002921601 ,달고나50g
8809002920109 ,뉴슈가 30g
8809002920406 ,륵당화
8809038942021 ,종합제리
8808144001264 ,해진초밥용문어
8801365118100 ,불고기간장(삼화)
8801365119206 ,삼화불고기간장 1L
8809258970095 ,(주)대명종합식품 건빵명가 부추건빵 50G x 1EA
8809258970033 ,(주)대명종합식품 건빵명가 밀건빵(증식용) 105G x 1EA
8809258970101 ,(주)대명종합식품 건빵명가 밀건빵 85G x 1EA
8809258970040 ,(주)대명종합식품 건빵명가 땅콩건빵 85G x 1EA
8809407180016 ,옛날손찐빵 찐빵 1봉지
8809232060101 ,부대찌게
8809232060095 ,부대찌게
8809232060262 ,알탕
8809232060347 ,명가알탕
8809232060002 ,알탕
8809232060064 ,낙지전골
8809232060125 ,명가]곱창전골600g
8806403209499 ,오설록 국화그린티 1.5G*5(단상자)
8806403190278 ,오설록 국화그린티&nbsp;20G
8801042501393 ,설록차 피라미드카페티
8801111187893 ,(주)크라운제과 마이쥬 마이쥬포도맛 44G
8801111412346 ,크라운제과 마이쮸포도40G*3 - VINYL
8801111211109 ,(크라운)미인블랙(웨하스)72G
8801111431033 ,하이밀크 400
8801111103397 ,마이쮸딸기
8801111912082 ,(주)크라운제과 마이쮸필로우(딸기)
8801111187879 ,크라운제과 마이쮸딸기44G - FOIL
8801111187954 ,(주)크라운제과 마이쥬 마이쥬딸기맛 44G x 3EA
8801111183536 ,크라운_1500마이쮸딸기(3입)NPB
8801111412339 ,크라운제과 마이쮸딸기40G*3 - VINYL
8801111613699 ,록맨에그제
8801111410199 ,록맨에그제(￦500)
8801111907934 ,크라운제과 새콤달콤 레몬네이드 25G
8801111911207 ,(주)크라운제과 디샤화이트2입
8801111905367 ,크라운제과 디샤화이트 38G
8809306600196 ,회/회덮밥용 초고추장
8801111911184 ,(주)크라운제과 디샤가나슈2입
8801111905398 ,크라운제과 디샤가나슈 38G
8801111914932 ,크라운제과 미니쉘 카페모카 38G
8801111914772 ,크라운제과 미니쉘 카페모카 32G
8801111915021 ,(주)크라운제과 NEW미니쉘밀크시리얼 38G
8801111914802 ,크라운제과 미니쉘 밀크시리얼 32G
8806403135125 ,설록 피라미드 플로랄티 6입
8806403050190 ,설록 플로랄틴캔(원형)
8806403050084 ,설록 피라미드 플로랄티6입파우치(단상자)
8806403074578 ,설록 피라미드 플로랄티30입
8801042501416 ,설록차피라미드플로랄티
8801117226701 ,오리온 다이제샌드위치 1000
8801117269814 ,(주)오리온 다이제샌드 281G
8801117269104 ,(주)오리온 다이제샌드 94G
8801117271206 ,(주)오리온 다이제 샌드 82G
8801047314226 ,새참백김치물만두600g
8801047390725 ,새참백김치물만두300X3
8801047314189 ,개성갈비만두600g
8801047314172 ,동원개성갈비만두300G
8801047170044 ,동원 쎈쿡 50% 발아 현미밥 220G
8801047857044 ,동원 쎈쿡 50% 발아 현미밥 220g*3+팔곡밥220g*1
8801047170136 ,동원에프앤비 쎈쿡팔곡밥210G - PLT CASE
8801047170020 ,동원 쎈쿡 팔(8)곡밥 220G
8801047857174 ,동원 쎈쿡 팔(8)곡밥 220g*2
8801047857334 ,쎈쿡팔곡밥220g*2
8801047857839 ,(주)동원F&B 동원 쎈쿡 건강한 팔곡밥 210G x 3EA
8801047170037 ,동원 쎈쿡 100% 발아 현미밥 220G
8809360172073 ,황금빛하늘내린황태포10미750g
8809360172226 ,황금빛하늘내린황태포2미120g
8809360179027 ,황금빛하늘내린황태실채선물세트(100g*2)
8809161201262 ,밀원찰보리찜떡900g(30g*30개)
8809161200401 ,밀원찰보리찜떡(6개*30g*팩)-복지단
8809161200692 ,밀원우리밀보리찜떡900g(30개*30g*1박스)
8809161200494 ,밀원우리쌀찐빵1000g(20개*50g*1봉지)-급식용
8809161200975 ,밀원우리밀고구마찐빵1.3kg(26개*50g*1박스)
8809161201002 ,밀원우리밀고구마찐빵500g(10개*50g*1트레이)
8809161201255 ,우리밀찹쌀도넛900g
8809161201200 ,밀원우리밀찹쌀도넛(40개*30g*1봉지)
8809161201118 ,밀원우리밀찹쌀도넛450g(15개*30g*1봉지)
8809161200005 ,우리밀찹쌀도넛
8809161201309 ,밀원우리밀고구마도넛(40개*30g*1봉지)
8809161200012 ,우리밀고구마도넛
8809099554041 ,청아굿푸드 (올가)간장고추절임 2 kg x 1개
8809099554072 ,청아굿푸드 (올가)양념꽃게장 2 kg x 1개
8809099554065 ,청아굿푸드 (올가)간장꽃게장 3 kg x 1개
8809141935002 ,땅과사람을 지키는 모임 땅과사람 전통 볶음 참깨 120g
8809141934012 ,땅과사람을 지키는 모임 땅과사람 쥐눈이콩뻥 250g
8809141933053 ,땅과사람을 지키는 모임 땅과사람 전통 볶음 검정깨 120g
8809141934005 ,땅과사람을 지키는 모임 땅과사람 서리태뻥 250g
8809141933107 ,땅과사람을 지키는 모임 땅과사람 전통 검은깨 참기름 160ml
8809141931073 ,땅과사람을 지키는 모임 땅과사람 전통 검은깨 참기름 320ml
8801327600070 ,밴댕이젓 밴댕이82.4% 250G
8802711201729 ,블루베리믹스
8802711201712 ,석류.알로에 에이드 2.3kg
8802711201675 ,SEJUN하늘청식혜 238ml BOX (12ea)
8802711201569 ,SEJUN하늘청식혜 오리지날 238ml
8802711201699 ,석류.유자에이드 2.3kg
8802711188198 ,석류유자에이드 1.3kg
8802711201613 ,하늘청녹차식혜 790ml
8802711201668 ,하늘청수정과오리지날1.8L
8802711201651 ,하늘청수정과오리지날 200ml
8802711188099 ,하늘청수정과오리지날1.8Lx2ea(선물용)
8802711201255 ,세준푸드 하늘청 식혜오리지날275ml 280G x 1EA
8809090390006 ,엔젤러스크10개입 박스
8809090390112 ,러스크드박
8809090390129 ,러스크20개입박스
8809090399993 ,마늘빵집/휘낭시에/120g
8809090395551 ,마늘빵집/참깨바게트/100g
8809181320004 ,햄버거
8809170091038 ,삼성푸드]숯불그릴샌드위치110g
8809170093049 ,삼성푸드]불갈비버거150g
8802478400038 ,생칼국수
8802478400038 ,생칼국수
8802478400014 ,생칼국수
8802478400014 ,생칼국수
8809389519996 ,진가네김치
8801016361565 ,허니 와플러
8801016350620 ,땅콩샌드
8801016354314 ,땅콩샌드
8801016350767 ,옛날꿀호떡
8801016328452 ,샤니 옛날꿀호떡
8801728102012 ,대산후드 칩스인컵110G - PAPER CUP
8801016357315 ,샤니 런치팩 데리야끼 스테이크
8801016359845 ,샤니]츄이스티75g
8801016361558 ,꿀먹은 카스테라
8801007038404 ,CJ)중력밀가루2.5kg
8809163862430 ,영농조합법인한국생약조합 장생가 발효인진쑥환 150G x 1EA
8805260104930 ,푸른들 고추가루 200G
8801043400428 ,"어머니해물찌개양념 (15G*3), 해물5.2% 45G"
8801043400343 ,어머니해물찌개양념 270G
8801043400312 ,어머니찌게양념 해물 180G
8801043400305 ,어머니된장찌개양념 (13.5G*12) 162G
8801043802581 ,어머니된장찌개양념 (13.5G*3) 40.5G
8801043400336 ,어머니된장찌개양념 250G
8801043400404 ,어머니김치찌개양념 (14.5g*3) 43.5G
8801043400329 ,어머니김치찌개양념 250G
8801043400299 ,농심)어머니김치찌게양념
8801043003117 ,농심라면 육개장 멀티팩 120g*5
8809011832387 ,온가족 나들이 낙지볶음_1kg
8809011832028 ,욕심담은 놀부 해물짬뽕
8809011832059 ,소고기순두부찌개
8809011832042 ,버섯된장찌개
8809011832011 ,어디서나 간편한 대구매운탕
8809290031624 ,상상팜랜드(주) 상상팜랜드(주) 상상력 뽕잎환 200G x 1EA
8809290031426 ,상상팜랜드(주) 상상팜랜드(주) 상상력 누에분말 250G x 1EA
8809290031440 ,상상팜랜드(주) 상상팜랜드(주) 상상력 누에분말 500G x 1EA
8801121104057 ,뼈로가는칼슘두유 190ML
8801121104033 ,뼈로가는칼슘두유 1000ML
8801121104224 ,뼈로가는칼슘두유 235MLx6`S
8801121504444 ,썬업100 포도 200ML
8801121504420 ,썬업100 포도 2.5L
8801121504307 ,썬업100 포도맛 190ML
8801121190524 ,허쉬코코아드링크
8801121653227 ,피크닉살구 240ML*6
88002118 ,피크닉 살구 살구퓨레20% 200ML
8801121501245 ,피크닉살구200*24
88002156 ,피크닉 포도 200ML
8801121501238 ,피크닉포도200*24
8809348290201 ,"청보리식품,밸런스밀750g(1EA)"
8809348290102 ,"청보리식품,민들레90g,1box(30EA)"
8809048100381 ,밀또띠아9호
8809048100428 ,토마토10호
8809048100411 ,토마토6호
8809048100435 ,시금치또띠아10호
8801284257645 ,천일식품 야채볶음밥3Kg
8809415140002 ,황칠다담 디앤피황칠365 30포 70ML
8809415140019 ,황칠다담 황칠애비법 1포 300ML
8809011832189 ,온가족 나들이 낙지볶음
8809399520296 ,에스앤제이 츄럽스 25CM 1EA
8809399520319 ,에스앤제이 츄럽스 25CM 5EA
8809399520326 ,에스앤제이 츄럽스 25CM 10EA
8809399520487 ,에스앤제이 츄럽스 25CM InnerBox 3EA
8809399520494 ,에스앤제이 츄럽스 25CM InnerBox 5EA
8809399520500 ,에스앤제이 츄럽스 25CM InnerBox 10EA
8809399520517 ,에스앤제이 츄럽스 25CM InnerBox 20EA
8809399520630 ,(주)에스앤제이 츄럽스 25CM 60G x 5EA
8809399520128 ,에스앤제이 츄로비 1개 48cm
8809399520135 ,에스앤제이 츄로비 외박스 5개 48cm
8802142202234 ,대천김돌김
8809186380560 ,하늘정성내리찬청양고춧가루90g
8809100432054 ,민들레 고추장1kg
8809100432061 ,민들레 장아찌1kg
8809030480026 ,유자차 2KG
8801224220050 ,종합제리 650G
8801224220074 ,종합제리 290G
8801224220098 ,종합제리
8801224220197 ,매일 매일양갱 220g*20
8801224220029 ,매일 매일양갱 220g*20
8809257330050 ,홈플러스알뜰상품율무차1kg
8805957001054 ,지엠에프 굿모닝 손만두 1400gx8
8805957000941 ,지엠에프 굿모닝 고추잡채 만두 450gx20
8805957000965 ,지엠에프 굿모닝 닭가슴살 만두 450gx20
8807617990029 ,김치손만두1500g
8807617990043 ,김치손만두
8807617323216 ,김치손만두
8807617991125 ,김치손만두1250G
8807617001022 ,김치 손만두 1300G
880925733050 ,홈플러스알뜰상품율무차1kg
8803601820013 ,해양심층수포기김치1kg
8803601820051 ,해양심층수포기김치2.5kg
8803601820068 ,이마트 먹는 해양심층수로 담근 포기김치 2.3kg
8803601820020 ,이마트 먹는해양심층수로담근 포기김치 1kg
8809288635018 ,쵸코칩머핀
8809288635018 ,쵸코칩머핀
8809293533231 ,카페보니또(하와이안코나) 200g
8809293533224 ,카페보니또(블루마운틴) 200g
8809293533309 ,카페보니또(모카블렌드) 200g
8809393010212 ,포항친정애부추가루 2kg
8809393010229 ,포항친정애부추가루 3kg
8809393010236 ,포항친정애부추가루 5kg
8809393010243 ,포항친정애부추가루 10kg
8809393010250 ,포항친정애부추가루 20kg
8809383190078 ,아이밀 아이밀 유기농표고쌀과자 50G x 1EA
8809230930031 ,오징어 링 300g
8809341690053 ,유기농약초수 125G
8809357771326 ,농업회사법인(주)초록들 행복찬미 흰콩조림 1KG
8809357771333 ,농업회사법인(주)초록들 행복찬미 흰콩조림 4KG
8809357770145 ,농업회사법인(주)초록들 행복찬미 흰콩조림 200G
8809357771753 ,농업회사법인 ㈜ 초록들 행복찬미 흰콩조림 500G
8809297120017 ,옛날마블캔디(100g)
8809160227157 ,소갈비양념2.1kg
8809160227430 ,소갈비양념10kg
8809160228017 ,소갈비양념2.1kg
8809160228086 ,소갈비양념 10kg
8809160228567 ,소갈비 양념 1kg (수술용)
8809160227119 ,메밀국수소스1.15kg
8809364540076 ,농업회사법인(주)용계매원 용계매실청 1L PET병
8809364540083 ,농업회사법인(주)용계매원 용계매실청 1.8L PET병
8801505010066 ,땅콩분태
8809258970057 ,(주)대명종합식품 건빵명가 검은깨건빵 85G x 1EA
8801354111068 ,이플러스국수소면 소면 1400G
8809393010168 ,포항친정애부추가루 100g
8805017250033 ,감자전분(수입) 20kg
8805017250026 ,감자전분(수입) 3kg
8805017230042 ,감자전분(수입) 20kg
8805017210709 ,감자전분(국산) 3kg
8805017210143 ,감자전분(국산) 1kg
8808181000114 ,원당두부 300G
8808181000015 ,농협 원당두부 콩100% 550G
8809190310263 ,뜨레봄유기농커피믹스75g
8801047282617 ,체스티
8801094523930 ,코카콜라 조지아 맥스 175G x 6EA
880109452210 ,조지아맥스이지그립280ml
8801094722609 ,코카콜라 미닛메이드 펀치 석류는 열아홉살 400G x 1EA
8801094713607 ,코카콜라 퓨즈티 레몬그라스&애플 500G x 1EA
8801094714031 ,코카콜라 퓨즈티 레몬 240*6
8801094712600 ,코카콜라 퓨즈티 레몬 500G
8801094713003 ,코카콜라음료 퓨즈티 레몬 240ML
8801094553401 ,코카콜라 조지아EMB 미당 200G
8801094557102 ,코카콜라음료(주) 조지아EMB 미당 270G x 1EA
8803939213860 ,나라통상 넛츠앤베리스 그래놀라 후르츠 40G x 1EA
8803939213303 ,나라통상 캐러멜 호두 75G x 1EA
8803939214010 ,나라통상 넛츠앤베리스 그래놀라 오리지날 40G x 1EA
8801094352400 ,코카콜라 파워에이드 에너지펀치
8801094352707 ,코카콜라 파워에이드 에너지펀치
8801094547103 ,코카콜라음료(주) 조지아EMB 아이스블랙 270G x 1EA
8801094532604 ,코카콜라음료 글라소 비타민워터 플래시 500G x 1EA
8801094242206 ,코카콜라음료 네스티 허니리얼티 애플 350G x 24EA
8801094248208 ,코카콜라음료 네스티 허니 리얼티 리치 350G x 24EA
8809008888816 ,어묵매운탕
8801111187015 ,(주)크라운제과 스낵 고구마달링 90G
8801111902571 ,크라운 못말리는신짱 초코 132G
8801111904308 ,크라운제과 스낵 카라멜콘메이플 154G
8801117406905 ,도레미 77G
8801117428709 ,오리온_도레미1500_67g
8803767020050 ,미도식품 부산미도어묵 어묵속 떡 200g
8809359100124 ,진영식품 못난이 1.5kg
8809359100131 ,진영식품 조랭이 1.5kg
8802043000823 ,옛맛뚝배기불고기소스300G
8801169010068 ,"골드스푼골든카레 약간 매운맛, 10인분 200G"
8801169012031 ,한국에스비식품 골든카레 약간매운맛
8801169010082 ,"골드스푼골든카레 약간 매운맛, 4-5인분 100G"
8809222959385 ,이츠웰마늘쫑지무침(150g)
8809222957176 ,"이츠웰마늘쫑지무침(수입산,1kg)"
8809222959378 ,이츠웰더덕무침(150g)
8809222957152 ,"이츠웰더덕무침(수입산,1kg)"
8809222957138 ,"이츠웰고추지(수입산,1kg)"
8809222957121 ,"이츠웰고들빼기무침(수입산,1kg)"
8809222957107 ,"이츠웰아삭이고추절임(국내산,1kg)"
8801085027164 ,데우찌우동면 220G
8801085069010 ,한일식품(주) 본고장 바로크면볼로냐스파게티
8801085069027 ,본고장 바로크면 스파게티봉지
8809330840155 ,씨나락온쌀로라이스칩하동녹차60g
8809087468893 ,볶음참깨50g
